date,subject,speaker,party,text
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Mevrouw Van der Plas weet heel goed dat ik altijd heb gezegd dat de biologische landbouw een van de pijlers is van de verduurzaming van de landbouw. Het is niet zo dat ik uitga van het adagium dat elke boer biologisch moet zijn of zou moeten worden. Biologisch is een van de pijlers, maar het kan ook op andere manieren. Als je mijn landbouwbrief van 30 november 2022 leest, dan zie je dat er verschillende sporen zijn om te komen tot verduurzaming van de agrarische sector. Laat ik het als volgt zeggen, want misschien ben ik niet duidelijk genoeg geweest. Ik bedoelde te zeggen: wat is er aan de hand dat zelfs deze boeren overwegen om weg te gaan? Ik weet dat er veel meer boeren overwegen om weg te gaan en ik weet ook dat er heel veel boeren zijn die graag willen verduurzamen, maar die de wanhoop nabij zijn en die erover nadenken om te emigreren. Ik heb nooit gezegd dat elke boer biologisch zou moeten zijn, maar het is voor mij wel een teken aan de wand dat juist deze sector dit zegt. Blijkbaar zitten de boeren zo klem dat zelfs deze groep, die met passie bezig is met de natuur, met weidevogels en met biologisch boeren en die zeer geëxtensiveerd is, zegt: wij overwegen om te vertrekken uit Nederland. Dat moeten wij ons allemaal aanrekenen. Dat reken ik mijzelf in de eerste plaats aan. Maar dat wil niet zeggen dat ik een onderscheid maak tussen boeren die op een andere manier willen verduurzamen en biologische boeren, alsof ik de een liever zou hebben dan de ander. Dat is absoluut niet aan de orde. Als u mij in het afgelopen anderhalf jaar hebt gevolgd, dan weet u dat ik altijd heb gezegd dat biologisch een van de pijlers is onder de duurzame landbouw. Maar het gaat beslist niet om alleen maar biologisch"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van der Plas,BBB,"Wat is er misgegaan dat ook deze boeren willen emigreren? Nou, alles. Het beleid dat hier gemaakt wordt, dwingt mensen ertoe om te stoppen omdat hun kinderen het niet meer over willen nemen of om te emigreren. Wij zijn hier de beleidsmakers. Hier wordt het beleid gemaakt. Er zitten mensen bij het ministerie aan tafel die aangeven: ""Lieve minister, dit werkt zo niet. Dit gaat gewoon niet goed zo. Als we dit gaan invoeren, gaat er dat gebeuren."" Maar de trein dendert toch door. Dat is het algemene verhaal dat je hoort, ook van biologische boeren. De trein dendert maar door en het wordt niet veranderd. Dat is wat er misgaat de hele tijd. Het beleid dat hier wordt gemaakt, pakt in de praktijk gewoon heel erg slecht uit"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,En de vraag is
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van der Plas,BBB,"Dat is wat er mis is. Nou ja, de vraag is: ziet de minister dat ook zo"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,De minister
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van der Plas,BBB,"Sorry, nog één dingetje"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,"U moet wat bondiger formuleren, mevrouw Van der Plas. U houdt hele inbrengen tijdens een interruptie. Het moeten een beetje puntige vragen zijn"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van der Plas,BBB,"Ik hecht er wel aan om dit te zeggen, omdat de minister denkt dat ik gesuggereerd heb dat mensen op het ministerie helemaal niks weten en allemaal een beetje dom zijn en zo. Dat is niet zo. Wat ik heb gezegd, is dat er te weinig praktijkkennis is van mensen die uit de praktijk komen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Helder. De minister
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Bijvoorbeeld de derogatiebeschikking is een Europese beschikking, een Europese verordening, waar we ons toe hebben te verhouden. We hebben daar vaker over gediscussieerd in dit huis. We hebben vaker geconstateerd en zelfs meegemaakt dat als wij deze verordening willen invoeren op een manier die aansluit bij de Nederlandse praktijk, wij de kans lopen dat de hele derogatie van tafel gaat. Dat weet u ook. Zo'n derogatiebeschikking komt uit Europa en levert ook voor de biologische sector grote problemen op. Dat is geen beleid dat wij hier, vanuit Den Haag, organiseren; dat zijn de effecten van zo'n Europese verordening. Dat raakt dus niet alleen de gangbare boeren maar dus ook de biologische boeren. Ik kan u verzekeren dat dit type beleid ook juist onderwerp was van gesprek. Dat voel ik mee. Daarom zeg ik ook in mijn inleiding: we moeten toe naar een Europees beleid, waarbij we niet gaan marchanderen met de doelen die we met elkaar hebben, maar waarbij we wel kijken of we het beleid kunnen inrichten op een manier die past bij de aard, schaal en specifieke omstandigheden van Nederland, zoals misschien ook Spanje dat wil doen op zijn manier en Italië dat wil doen op zijn manier. Die discussie voeren we ook. Bij de laatste Landbouw- en Visserijraad hebben we met elkaar besproken dat er meer flexibiliteit en ruimte in moet komen. Dat hebben we gewoon nodig. Dan kunnen we ook meer differentiëren naar soorten en misschien ook iets meer betekenen voor dit soort sectoren"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van Campen,VVD,"Als ik heel eerlijk ben, heb ik me bij de voorbereiding op dit debat in de afgelopen dagen lang afgevraagd wat die inbreng dan gaat zijn. Want alles is de afgelopen jaren eigenlijk al wel gezegd. Alles is ook al wel afgesproken. De problemen en uitdagingen zijn wel helder. We weten dat het verdienmodel van boeren onder druk staat, we wetendat de omgeving onder druk staat, we weten dat we ons hebben te houden aan internationale richtlijnen en dat dit niet lukt. We weten wel wat er moet gebeuren. Ik hoor de minister in zijn inleiding heel veel zeggen waar ik het mee eens ben. Het probleem is echter dat als we maar zo abstract mogelijk blijven, we het over heel veel dingen eens zijn in deze Kamer, terwijl het kerkhof vol ligt met aangenomen Kamermoties, met daarin initiatieven die actie van het kabinet vragen om die doelen te gaan halen. Zij vragen actie van het kabinet om ervoor te zorgen .."
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,En uw vraag
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van Campen,VVD,"Als u mevrouw Van der Plas zoveel tijd geeft, dan wil ik ook graag mijn vraag inleiden, voorzitter"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",De voorzitter,,Maar die inleidingen worden heel lang en zijn herhalingen van de inbreng van gisteren
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van Campen,VVD,"Dan rekent u er een tweede interruptie bij; dat vind ik goed. Wanneer gaat het kabinet die stappen zetten? Gaan wij na de inleiding van deze minister in de komende uren ook daadwerkelijk acties horen? Het Elysée knipt één keer met de vingers en de Europese Commissie geeft ruimte. Mevrouw Van der Plas heeft net een informatieverzoek gedaan. Krijgen wij dan net als het Elysée ook die ruimte van de Europese Commissie? Kortom, gaat de minister, gaat het kabinet in de uren die voor ons liggen, vertellen hoe die aangenomen Kamermoties worden uitgevoerd"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik heb net aangegeven hoe wij omgaan met het voorstel van de Europese Commissie rondom de braaklegging, die ook gisteren aan de orde is geweest in de media. Daar ben ik helder over. Wij hebben te voldoen aan doelen. Ik ben best bereid om naar Europa toe te gaan en te kijken of we het op een andere manier kunnen doen. Alleen, dan moeten wij wel leveren. Dat betekent dat als wij met voorstellen komen om het anders te doen in Europa, wij wel de garantie zullen moeten kunnen geven dat we gaan leveren. Dat kunnen we op dit moment niet. Wat bijvoorbeeld de mestmarkt betreft, waar we zo nog over komen te spreken, ben ik ook met de agrarische partijen in gesprek om te kijken hoe we dat op een goeie manier zouden kunnen oplossen. Daar zijn we hard mee aan het werk. Er zijn ook allemaal afspraken en er lopen gesprekken. Er gebeurt dus heel veel om die urgentie eruit te halen. Aan de andere kant, meneer Van Campen: we zijn wel demissionair. U weet dat wij bezig waren met een toekomstvisie op de landbouw, waar ook een fors financieel beslag bij was neergelegd. Dat was 13,5 miljard. Het past in deze demissionaire periode niet om te komen met een visie waarvoor we ook 13,5 miljard vragen. Dat past gewoon niet in die demissionaire status. Ik zou het graag willen. Kijk, heel veel mensen zeggen tegen mij: het is toch wel jammer dat het allemaal niet doorgaat met dat landbouwakkoord. Misschien is het nog wel veel spijtiger dat het kabinetgevallen is. Dat was overigens niet nodig geweest. We hadden hier ook met elkaar kunnen staan voor de uitvoering van het pakket maatregelen dat in de tweede helft van vorig jaar in de Kamer aan de orde zou zijn geweest. Dat was een compleet pakket aan maatregelen. We zouden nu het gesprek met elkaar kunnen hebben over het uitvoeren van al die maatregelen. Alleen, we zijn daar niet aan toegekomen omdat het kabinet gevallen is, wat niet nodig was geweest. Ik zou heel graag aan de slag willen. Ik zou heel graag veel geld hebben voor de verduurzaming van de agrarische sector — de boeren hebben dat zo nodig; dat ben ik volledig met meneer Van Campen eens — en met de boeren aan de slag gaan met werken aan een duurzame toekomst. Maar dit is echt aan het volgende kabinet. Daarom heb ik gisteren in de media ook gezegd dat ik vind dat het kabinet er zo snel mogelijk moet komen, omdat de boeren die duidelijkheid willen hebben. Zij hebben daar recht op"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Van Campen,VVD,Die verkapte jij-bak over de val van het kabinet laat ik zeker bij de minister. Die maakt wat mij betreft geen onderdeel uit van dit debat. Er liggen aangenomen Kamermoties en er zijn een hoop zaken op het beleidsterrein van de minister die niet controversieel zijn verklaard. Ik zal vandaag luisteren naar het antwoord van deze minister om te horen of er ook acties volgen in plaats van mooie woorden
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Nijhof-Leeuw,PVV,"Ik ben blij dat de minister zich realiseert dat we in een demissionaire fase zitten. Mijn vraag stel ik naar aanleiding van de opmerking die de minister maakte op de vraag van mevrouw Bromet over de generieke maatregelen die niet alleen de bioboeren maar ook de hele sector klemzetten. Dan zie ik toch weer beleid dat niet door Brussel wordt opgelegd maar waarbij de minister wel met extra generieke maatregelen rondom de bufferzones komt, waardoor heel veel boeren in de knel komen. Is de minister het niet met mij eens dat maatwerk nodig is en dat we niet met extra generieke maatregelen moeten komen"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik heb mevrouw Nijhof gisteren ook gehoord over de bufferzones. Maar ook dit, die bufferzones, is Europees beleid. Er zijn veel meer landen die bufferzones hebben. Het is niet zo dat het alleen een Nederlands punt is. Het is onderdeel van het beleid in veel meer landen. Uiteindelijk willen we allemaal meer ruimte voor boeren om het op hun manier te doen en daar gaan we ook op inzetten bij de onderhandelingen over het achtste actieprogramma nitraat. Gisteren heeft mevrouw Bromet op een hele mooie manier voorbeelden aangegeven van hoe boeren in bijvoorbeeld de Noardlike Fryske Wâlden hebben gewerkt aan doelsturing in de tijd van de zure regen, van de verzuring van de bossen. Dat zijn hele mooie voorbeelden. Ik wil heel graag kijken — we voeren daar op Europees niveau ook het gesprek over — of we boeren meer ruimte kunnen geven om het op hun eigen manier te doen. Het zijn wel generieke maatregelen. Er is namelijk geen boerenerf hetzelfde. Dat ben ik zeer met mevrouw Nijhof eens. Tot nu toe hebben we te maken met generieke maatregelen, ook uit Europa. We hopen dat er in de komende periode meer ruimte komt in Europa om boeren meer ruimte te geven op het boerenerf. Daar moet dan ook bij zitten, zoals ik bijvoorbeeld mevrouw Brometgisteren ook heb horen zeggen, dat de boeren daar dan ook op afgerekend worden. Daar moeten we ook eerlijk over zijn: meer ruimte betekent ook afgerekend worden op de prestaties die je levert. Ik denk dat we echt naar zo'n systeem toe moeten"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Nijhof-Leeuw,PVV,"Ik ben er bekend mee dat ook andere landen met bufferzones werken, maar ik zou heel graag van de minister horen dan wel op papier krijgen waar in de Europese regelgeving staat dat we daartoe verplicht zijn. Ik heb dat namelijk niet kunnen vinden. Ik heb gisteren alleen aangegeven dat we geen voorstander zijn van de huidige 3,5 meter die er nu ligt maar dat het beleid op dit punt in ieder geval niet uitgebreid moet worden"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,De bufferzones op zich zijn in veel meer Europese landen aan de hand. Natuurlijk hebben wij voor sommige gebieden maatwerk gemaakt. Er zit een soort 4%-regeling in waarbij je naar smallere bufferzones kunt gaan als de percelen een stuk smaller zijn en dat soort zaken. Maar dat zijn afspraken die in de Europese Unie zijn gemaakt
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Ouwehand,PvdD,"Ik vond de inleiding van de minister opvallend pessimistisch. Op zich klopt het dat de problemen groot zijn, maar als je alleen maar blijft wijzen op het feit dat het allemaal heel erg moeilijk is en je niet schetst waaróm er verandering nodig is, dan krijg je volgens mij helemaal niemand mee. Ik mis in het verhaal van de minister bijvoorbeeld de eenvoudige constatering dat we de doelen niet gehaald hebben — niet voor schoon water, niet voor natuur — en dat in de afgelopen twintig jaar misschien wel de helft van de boeren toch moest stoppen. Hoe komt dat? Als we de natuur niet beter gaan beschermen, gaat het ook niet goedkomen voor de boeren. Boeren hebben behoefte aan een gezonde bodem, schoon water en een stabiel klimaat, met aan de ene kant niet heel veel droogte en aan de andere kant juist heel veel wateroverlast. Dus waar gaan we heen? Ik vind het eigenlijk een beetje onverstandig dat de minister zegt dat we naar een kleinere agrarische sector moeten. Nee, volgens mij moeten we naar een kleinere bankrekening van de grote bedrijven in deze sector die maar blijven cashen en naar juist méér boeren die op een goede manier kunnen gaan werken. Daar is een grote verandering voor nodig. Dat dat moeilijk is; zeker. Maar de toekomst ziet er veel beter uit als we wél veranderen dan wanneer we op deze manier naar het landbouwbeleid blijven kijken"
1 februari 2024,"Begroting Landbouw, Natuur en Voedselkwaliteit 2024",Adema,,"Ik ben dat eigenlijk zeer met mevrouw Ouwehand eens. Het zal echt anders moeten. Wat mij betreft moeten natuurlijk de doelen vooropstaan als het gaat om natuur, waterkwaliteit en biodiversiteit. Ik kan u verzekeren dat heel veel boeren die ik gesproken heb, zeggen dat die voor hen ook niet ter discussie staan. Zij vinden ook dat we dit moeten gaan doen, zeker ook als je kijkt naar de positie van de jonge boeren. Die bevestigen dat ook echt in gesprekken met mij. Die kant moeten we echt op. Maar dan moeten we er wel voor zorgen dat de boeren dat ook kunnen meemaken en dat er een goed verdienmodel voor de boer is. Mevrouw Ouwehand wijst op de keten. Wij voeren nog steedsgesprekken met de ketenpartijen om te komen tot een duurzaamheidsstandaard, die ook leidt tot een verbeterd verdienmodel voor de agrarische sector. Dat loopt nog. Daar zijn we nog mee bezig. Ik noemde al even de overlegtafel duurzame landbouw. Die gesprekken lopen. Die gaan over doelsturing. Naar aanleiding van de gesprekken die we vorig jaar hebben gevoerd, hebben de ketenpartijen ook gewoon gezegd: we zijn zo ver gekomen dat we hiermee door moeten gaan. Dat wil de agrarische sector ook. Daar wordt dus nog steeds aan gewerkt. U kent de discussie over de ecosysteemdiensten wel. We willen heel veel vragen van boeren, maar dan vind ik ook dat we bereid moeten zijn om daarvoor te betalen, want het zijn maatschappelijke diensten en de samenleving wil dat. Daar willen boeren graag aan meewerken, maar dan moeten we ervoor zorgen dat dit betaald kan worden. We hebben voor de formatie en voor het nieuwe kabinet stukken voorbereid die over ecosysteemdiensten gaan, zodat het volgende kabinet heel snel aan de slag kan met het regelen van die ecosysteemdiensten, ook financieel, want dat zou moeten. Er liggen grote opgaven, maar ik zit wel in een demissionaire status. We hebben gezien wat ecosysteemdiensten kosten. We hebben vorig jaar met elkaar besproken om dat via heffingen in de keten te doen. Dat zijn echt heel ingrijpende maatregelen. Het past mij in mijn demissionaire status niet om met wetgeving over dat soort heffingen naar de Kamer te komen, maar het zou wel moeten gebeuren"
